Date,Cloud coverage,Visibility,Temperature,Dew point,Relative humidity,Wind speed,Station pressure,Altimeter,Solar energy
12/11/2016,0.07,7.20,0.93,-0.91,24.02,11.36,9.12,29.94,1066.00
12/12/2016,0.11,9.28,-2.16,-4.05,22.91,9.59,8.82,30.07,12981.00
12/13/2016,0.08,8.23,-5.83,-8.83,35.93,8.33,14.88,30.19,716.00
12/14/2016,0.19,10.00,-9.61,-14.60,61.24,12.23,29.46,30.25,1214.00
12/15/2016,0.21,10.00,-11.15,-17.61,56.81,9.36,29.63,30.43,15970.00
12/16/2016,1.00,7.92,-5.72,-10.14,69.60,12.44,29.22,30.01,2762.00
12/17/2016,1.00,5.20,-3.00,-3.69,92.20,7.45,28.94,29.73,1654.00
12/18/2016,0.29,9.26,-13.87,-16.33,79.27,11.48,29.67,30.47,15359.00
12/19/2016,0.00,9.98,-12.98,-15.76,75.02,5.28,29.87,30.67,16648.00
12/20/2016,0.00,9.99,-5.33,-8.16,76.51,9.81,29.22,30.31,1602.00
12/21/2016,0.00,9.99,-1.00,-3.18,80.41,8.24,29.30,30.09,13895.00
12/22/2016,0.30,9.78,1.78,-0.23,83.18,8.23,29.51,30.31,14016.00
12/23/2016,0.74,5.44,1.12,0.52,92.58,9.38,29.37,30.16,14137.00
12/24/2016,0.99,4.35,3.37,2.59,93.07,4.87,29.41,30.21,14258.00
12/25/2016,1.00,1.61,4.21,3.93,96.97,12.52,29.42,30.22,14379.00
12/26/2016,0.66,9.11,8.49,6.51,83.46,13.93,28.94,30.02,14500.00
12/27/2016,0.00,10.00,0.09,-2.71,79.03,9.65,29.39,30.18,14622.00
12/28/2016,0.29,10.00,1.76,-0.59,82.14,9.05,29.19,29.98,14774.00
12/29/2016,0.48,10.00,1.80,-2.10,73.82,17.94,29.18,29.97,17049.00
12/30/2016,0.28,10.00,0.41,-4.06,65.08,15.25,27.21,30.01,16552.00
12/31/2016,0.16,9.99,2.30,-2.72,51.90,12.88,23.06,29.79,15106.00
1/1/2017,0.11,9.77,-0.61,-3.64,79.56,5.37,29.30,30.09,19450.00
1/2/2017,1.00,3.15,5.05,4.43,95.96,7.53,29.18,29.97,2596.00
1/3/2017,0.91,4.42,2.87,2.44,94.84,13.71,29.04,29.83,1553.00
1/4/2017,0.29,9.87,-7.61,-11.70,70.17,16.02,29.30,30.09,18800.00
1/5/2017,0.89,7.14,-10.95,-13.98,76.90,8.78,29.29,30.08,1115.00
1/6/2017,0.27,9.36,-16.06,-18.72,72.70,5.20,29.50,30.30,3318.00
1/7/2017,0.30,10.00,-12.89,-15.42,74.46,7.50,29.74,30.55,8325.00
1/8/2017,0.27,10.00,-11.72,-15.36,70.44,7.52,29.83,30.63,15273.00
1/9/2017,0.57,10.00,-2.08,-5.87,72.47,15.60,29.43,30.23,8816.00
1/10/2017,0.79,9.50,4.89,3.07,86.72,22.92,28.95,29.74,1169.00
1/11/2017,0.61,5.38,5.52,4.83,94.68,11.15,29.03,29.82,2869.00
1/12/2017,0.79,7.34,-0.38,-1.50,88.45,10.75,28.47,30.15,3069.00
1/13/2017,0.33,10.00,-2.75,-5.74,77.50,10.91,29.82,30.63,10681.00
1/14/2017,0.95,5.09,-0.61,-1.37,92.61,4.77,29.67,30.47,2549.00
1/15/2017,0.76,5.25,-0.02,-1.14,90.98,3.42,29.56,30.36,5795.00
1/16/2017,1.00,1.15,5.20,4.86,97.85,8.25,29.28,30.08,2799.00
1/17/2017,1.00,7.98,5.76,5.33,94.78,14.33,29.16,29.95,2592.00
1/18/2017,0.72,7.05,2.56,1.85,92.58,8.92,29.34,30.13,7494.00
1/19/2017,0.70,3.63,4.34,4.01,95.85,8.08,29.09,29.88,3127.00
1/20/2017,1.00,5.29,8.43,8.30,96.88,6.41,28.85,29.63,3787.00
1/21/2017,0.34,7.56,11.03,9.40,88.03,7.52,28.78,29.56,20879.00
1/22/2017,0.81,4.90,6.40,5.91,94.84,11.04,28.80,29.58,13980.00
1/23/2017,1.00,8.30,4.07,3.19,91.26,11.79,28.93,29.75,2447.00
1/24/2017,0.80,8.93,3.83,2.35,86.81,6.19,28.48,29.53,3709.00
1/25/2017,0.70,9.43,4.73,2.54,83.72,15.94,28.80,29.58,5446.00
1/26/2017,0.99,8.64,0.18,-1.12,87.14,17.03,28.82,29.89,3341.00
1/27/2017,0.84,9.95,-2.07,-4.21,81.01,13.35,28.88,29.94,2271.00
1/28/2017,0.86,9.79,-0.89,-3.04,83.23,11.92,29.04,29.83,10091.00
1/29/2017,1.00,9.25,-2.61,-5.74,77.00,10.01,29.09,29.88,2373.00
1/30/2017,0.10,9.99,-2.87,-5.23,74.08,10.22,27.13,29.88,16065.00
1/31/2017,0.62,10.00,3.80,0.79,61.12,14.23,23.04,29.84,11140.00
2/1/2017,0.63,10.00,1.85,-2.06,73.03,10.09,28.75,30.12,13716.00
2/2/2017,0.02,10.00,-4.81,-10.90,48.59,10.82,23.51,30.39,24585.00
2/3/2017,0.07,10.00,-5.40,-12.07,21.25,7.93,8.61,30.47,25191.00
2/4/2017,0.38,10.00,-2.88,-10.04,51.24,11.02,26.80,30.23,16241.00
2/5/2017,0.00,10.00,1.59,-3.46,66.78,8.05,28.66,30.03,27558.00
2/6/2017,0.64,3.90,4.03,3.44,93.94,7.40,29.07,29.86,4422.00
2/7/2017,0.96,6.73,10.48,9.33,88.49,16.61,28.19,29.53,6383.00
2/8/2017,0.85,7.04,-2.69,-4.01,87.17,10.67,29.15,29.94,1896.00
2/9/2017,0.21,10.00,-10.26,-13.85,72.67,9.59,29.52,30.32,1773.00
2/10/2017,0.09,9.92,1.37,-2.00,75.98,13.30,29.16,29.95,11702.00
2/11/2017,0.39,8.80,10.55,8.56,84.93,7.39,29.05,29.84,20898.00
2/12/2017,0.31,7.90,5.10,0.57,74.07,16.48,29.36,30.16,28664.00
2/13/2017,0.10,10.00,2.00,-2.46,71.54,6.98,29.45,30.25,25261.00
2/14/2017,0.04,10.00,4.70,0.49,71.97,11.03,29.08,29.87,25617.00
2/15/2017,0.01,10.00,0.58,-5.01,65.88,10.87,29.12,29.91,31502.00
2/16/2017,0.16,10.00,3.22,-2.63,65.49,8.46,29.07,29.86,21195.00
2/17/2017,0.00,10.00,10.89,2.72,56.22,11.50,28.94,29.73,29973.00
2/18/2017,0.07,9.30,11.35,5.64,66.61,10.29,29.00,29.79,22477.00
2/19/2017,0.46,4.26,11.33,8.51,83.80,5.42,29.25,30.05,20726.00
2/20/2017,0.36,6.41,13.82,9.97,78.74,11.50,29.26,30.06,21287.00
2/21/2017,0.74,8.97,13.61,11.92,85.54,3.03,29.15,29.94,5489.00
2/22/2017,0.46,6.27,13.96,11.95,84.09,8.72,28.99,29.78,21775.00
2/23/2017,0.62,8.07,11.87,9.95,86.56,8.09,28.92,29.70,9243.00
2/24/2017,0.54,9.96,12.55,9.57,79.69,18.77,28.75,29.54,13472.00
2/25/2017,0.62,9.16,-1.90,-5.59,73.14,17.66,29.13,29.92,23598.00
2/26/2017,0.22,10.00,1.07,-6.63,56.81,12.38,29.29,30.08,23588.00
2/27/2017,0.48,10.00,7.75,2.19,66.75,8.36,27.29,30.11,23467.00
2/28/2017,0.65,7.59,13.93,12.83,67.67,15.61,21.42,29.76,3416.00
3/1/2017,0.89,9.30,6.80,4.53,82.93,21.18,28.99,29.77,5592.00
3/2/2017,0.54,10.00,0.81,-3.20,73.19,12.66,29.49,30.29,27052.00
3/3/2017,0.27,10.00,-0.98,-6.96,63.26,6.47,29.75,30.56,34579.00
3/4/2017,0.22,10.00,5.02,-2.95,57.95,13.35,29.61,30.41,33340.00
3/5/2017,0.64,10.00,9.78,3.73,66.54,15.80,29.40,30.19,18516.00
3/6/2017,1.00,9.03,13.68,11.84,85.64,22.88,29.11,29.90,2679.00
3/7/2017,0.39,9.65,9.21,4.19,69.53,15.99,29.15,29.94,31333.00
3/8/2017,0.07,10.00,7.36,-1.41,54.19,13.35,29.35,30.14,34840.00
3/9/2017,0.25,10.00,6.09,-3.05,55.29,10.88,29.31,30.11,28306.00
3/10/2017,0.25,10.00,0.54,-12.22,39.23,13.09,29.56,30.36,34814.00
3/11/2017,0.32,10.00,-1.93,-16.39,32.30,7.57,29.66,30.46,25592.00
3/12/2017,0.25,10.00,-0.57,-11.50,44.01,4.00,29.57,30.37,31249.00
3/13/2017,0.93,5.15,-1.89,-2.91,89.34,10.58,29.35,30.14,580.00
3/14/2017,0.58,8.69,-5.27,-7.94,77.75,9.02,29.48,30.28,2941.00
3/15/2017,0.05,10.00,-5.47,-9.99,67.52,9.14,29.58,30.38,22813.00
3/16/2017,0.17,10.00,0.62,-5.62,63.11,6.79,29.49,30.29,35771.00
3/17/2017,0.68,7.72,6.44,4.22,83.80,8.97,29.24,30.03,6146.00
3/18/2017,0.92,10.00,3.34,0.50,77.33,12.02,29.42,30.22,8140.00
3/19/2017,0.16,10.00,6.22,0.87,69.30,6.44,29.47,30.27,35855.00
3/20/2017,0.76,8.64,11.48,7.66,79.77,11.69,29.20,29.99,21654.00
3/21/2017,0.38,8.72,6.62,2.42,75.51,10.91,29.41,30.21,19671.00
3/22/2017,0.10,10.00,1.34,-5.15,63.41,13.19,29.67,30.47,37680.00
3/23/2017,0.57,10.00,5.17,-1.25,63.72,12.39,29.44,30.24,12225.00
3/24/2017,0.32,10.00,17.82,11.78,67.52,15.09,29.21,30.00,31050.00
3/25/2017,0.81,9.76,16.37,13.59,82.31,9.91,29.14,29.93,8155.00
3/26/2017,0.93,9.41,13.49,11.80,87.02,10.91,29.09,29.88,13622.00
3/27/2017,0.89,7.01,11.63,10.39,90.10,7.35,29.11,29.90,12651.00
3/28/2017,1.00,9.92,8.83,5.55,80.54,10.85,29.29,30.09,25093.00
3/29/2017,0.89,9.04,11.05,6.91,75.56,15.24,29.26,30.05,12814.00
3/30/2017,0.86,7.88,12.72,11.76,86.78,10.51,26.91,29.61,7017.00
3/31/2017,0.62,7.14,6.14,5.46,67.70,11.15,21.41,29.83,5601.00
4/1/2017,0.22,9.34,8.14,4.02,73.76,5.95,29.29,30.19,34371.00
4/2/2017,0.10,9.71,11.39,6.31,67.29,8.08,27.65,30.04,28304.00
4/3/2017,0.92,9.44,14.09,12.01,82.24,11.20,28.02,29.51,8730.00
4/4/2017,0.93,8.37,11.36,9.46,87.20,11.19,28.97,29.76,13194.00
4/5/2017,1.00,8.38,8.04,7.15,92.91,17.46,28.85,29.64,8828.00
4/6/2017,0.74,9.81,7.08,3.02,70.63,17.89,27.40,29.85,25844.00
4/7/2017,0.00,10.00,6.91,-0.18,57.49,8.89,26.71,30.09,39197.00
4/8/2017,0.00,10.00,11.84,3.89,59.48,12.23,29.20,29.99,37237.00
4/9/2017,0.00,10.00,18.39,9.73,55.51,19.95,29.01,29.80,27589.00
4/10/2017,0.38,9.95,18.22,13.86,73.16,14.68,29.12,29.91,11365.00
4/11/2017,0.43,9.99,10.52,6.62,74.04,7.05,29.42,30.22,21140.00
4/12/2017,0.00,9.80,11.92,4.70,62.68,3.68,29.54,30.34,36635.00
4/13/2017,0.44,10.00,17.50,10.45,65.60,8.39,29.42,30.22,24473.00
4/14/2017,0.50,9.78,19.03,13.21,71.58,8.63,29.34,30.14,26121.00
4/15/2017,0.24,10.00,21.66,13.48,58.95,14.80,29.22,30.01,33003.00
4/16/2017,0.45,9.83,16.96,13.72,77.71,10.81,29.23,30.02,11888.00
4/17/2017,0.13,10.00,15.67,5.48,50.89,3.85,29.36,30.16,4010.00
4/18/2017,0.16,10.00,17.82,9.72,58.99,10.61,29.30,30.09,28700.00
4/19/2017,0.25,9.98,22.74,16.48,35.38,10.70,12.92,30.02,1277.00
4/20/2017,0.37,10.00,19.68,13.59,48.13,16.24,22.26,29.93,8515.00
4/21/2017,0.19,10.00,10.30,3.61,62.81,11.77,29.28,30.07,22074.00
4/22/2017,0.00,10.00,10.73,1.33,53.48,15.11,29.31,30.11,31051.00
4/23/2017,0.00,10.00,13.14,-1.30,37.86,9.40,29.27,30.06,39354.00
4/24/2017,0.00,10.00,16.26,0.60,35.76,8.51,29.08,29.87,38564.00
4/25/2017,0.00,10.00,19.72,10.48,55.03,12.60,28.86,29.65,35268.00
4/26/2017,0.62,9.35,20.05,14.41,70.15,14.99,28.72,29.50,23390.00
4/27/2017,0.88,9.73,9.73,7.83,84.58,13.22,28.90,29.69,11426.00
4/28/2017,0.84,7.56,11.65,10.80,91.49,9.30,29.10,29.89,6314.00
4/29/2017,0.86,5.62,12.29,11.67,87.81,14.82,27.09,29.61,4487.00
4/30/2017,0.64,7.77,16.95,16.27,69.10,11.16,21.83,29.70,7081.00
5/1/2017,0.90,9.79,10.72,7.54,77.26,19.58,28.78,29.56,14126.00
5/2/2017,0.58,10.00,9.90,5.17,71.91,15.38,29.08,29.87,29112.00
5/3/2017,0.62,9.85,8.46,5.85,80.11,5.90,29.32,30.11,10922.00
5/4/2017,0.80,8.48,8.14,7.10,90.65,20.16,29.05,29.84,5180.00
5/5/2017,0.12,10.00,10.78,5.44,70.45,15.34,28.98,29.77,39832.00
5/6/2017,0.54,9.87,11.32,6.59,73.37,8.61,29.04,29.83,31074.00
5/7/2017,0.01,10.00,11.08,1.68,54.07,6.06,29.23,30.02,40086.00
5/8/2017,0.38,10.00,12.32,5.29,61.92,6.62,29.26,30.06,26564.00
5/9/2017,0.38,9.10,17.50,13.26,79.29,9.75,29.10,29.90,32614.00
5/10/2017,0.50,7.35,19.84,16.17,81.29,7.82,29.09,29.89,28754.00
5/11/2017,0.79,7.92,14.76,12.84,87.31,8.67,29.13,29.92,1202.00
5/12/2017,0.10,9.96,15.85,9.14,63.96,7.96,29.14,29.93,14457.00
5/13/2017,0.02,10.00,18.86,9.56,54.33,6.52,29.12,29.91,38705.00
5/14/2017,0.01,9.98,22.09,11.69,52.03,9.89,29.12,29.91,38677.00
5/15/2017,0.00,10.00,23.00,13.92,58.22,6.75,29.14,29.93,37786.00
5/16/2017,0.01,9.96,24.20,15.59,57.71,15.29,29.05,29.84,37100.00
5/17/2017,0.29,9.05,24.88,16.34,58.07,21.09,28.95,29.74,27248.00
5/18/2017,0.26,9.93,25.07,16.66,58.85,15.71,29.06,29.85,30629.00
5/19/2017,0.96,8.12,12.31,10.91,91.11,13.50,29.23,30.03,14363.00
5/20/2017,0.58,7.30,18.26,16.63,89.39,11.22,29.15,29.94,20861.00
5/21/2017,0.74,10.00,15.04,11.31,76.33,11.50,29.22,30.01,26170.00
5/22/2017,0.35,10.00,16.36,10.06,66.35,7.60,29.24,30.03,38775.00
5/23/2017,0.91,9.66,16.60,13.44,79.58,5.01,28.97,29.76,16224.00
5/24/2017,1.00,6.12,14.55,13.85,92.73,8.98,28.76,29.54,8324.00
5/25/2017,0.67,8.21,15.05,13.02,86.61,9.58,28.89,29.67,19978.00
5/26/2017,0.47,7.93,19.54,16.54,84.44,7.55,29.02,29.81,22488.00
5/27/2017,0.57,6.83,19.41,17.68,87.86,5.37,29.07,29.86,23505.00
5/28/2017,0.41,8.94,20.86,15.73,71.85,8.87,28.98,29.77,27236.00
5/29/2017,0.22,10.00,21.37,9.73,49.07,11.02,29.10,29.89,34442.00
5/30/2017,0.31,9.96,19.77,7.51,45.51,10.91,27.20,29.99,35074.00
5/31/2017,0.07,10.00,19.40,7.34,41.70,9.02,21.47,30.02,40245.00
6/1/2017,0.00,9.96,20.44,5.58,39.93,3.85,29.28,30.07,38827.00
6/2/2017,0.00,10.00,22.84,7.80,40.76,2.47,29.28,30.07,38568.00
6/3/2017,0.39,10.00,26.07,14.18,48.95,3.75,29.22,30.01,34298.00
6/4/2017,0.20,10.00,26.32,18.60,61.10,8.67,29.07,29.86,32115.00
6/5/2017,0.07,9.85,24.36,14.31,58.55,10.57,29.02,29.81,37906.00
6/6/2017,0.01,10.00,19.47,7.78,48.19,13.37,29.20,29.99,40189.00
6/7/2017,0.04,10.00,19.46,8.06,47.73,12.03,28.98,30.06,40181.00
6/8/2017,0.00,10.00,20.98,7.97,43.60,3.33,29.18,29.97,39044.00
6/9/2017,0.25,10.00,23.82,11.65,45.23,10.35,29.08,29.87,34267.00
6/10/2017,0.00,10.00,24.92,12.87,46.24,13.06,29.13,29.92,38834.00
6/11/2017,0.02,10.00,26.43,15.81,50.57,12.62,29.19,29.98,38147.00
6/12/2017,0.13,10.00,28.17,19.35,57.68,9.13,29.19,29.98,35034.00
6/13/2017,0.27,9.96,28.18,21.40,66.57,9.17,29.18,29.97,30293.00
6/14/2017,0.29,9.89,26.60,21.03,71.38,10.89,29.12,29.92,29842.00
6/15/2017,0.17,9.96,25.19,19.56,70.70,6.67,29.08,29.88,31239.00
6/16/2017,0.19,10.00,25.27,19.32,68.20,5.97,29.04,29.83,20976.00
6/17/2017,0.38,9.92,25.68,20.81,72.86,9.26,28.91,29.70,10268.00
6/18/2017,0.42,10.00,23.05,17.81,72.26,10.31,28.95,29.74,10744.00
6/19/2017,0.37,9.85,21.26,14.17,66.61,10.60,29.12,29.91,12760.00
6/20/2017,0.26,9.98,22.00,14.64,66.67,7.72,28.90,29.97,11647.00
6/21/2017,0.10,9.96,24.56,19.37,73.57,4.48,29.15,29.94,9427.00
6/22/2017,0.69,9.10,25.16,22.15,80.29,11.25,29.06,29.85,8129.00
6/23/2017,0.51,9.23,23.32,18.60,76.60,8.20,28.97,29.76,7070.00
6/24/2017,0.18,10.00,19.11,11.29,62.18,10.34,29.25,30.04,12730.00
6/25/2017,0.27,9.86,18.33,9.33,56.07,9.51,29.35,30.15,12936.00
6/26/2017,0.29,9.84,16.25,10.36,68.43,8.86,29.34,30.13,9928.00
6/27/2017,0.02,9.71,17.54,9.45,61.24,2.59,29.32,30.12,13460.00
6/28/2017,0.07,10.00,22.40,15.02,63.03,11.89,29.18,29.97,10550.00
6/29/2017,0.27,9.76,26.08,19.71,63.68,11.83,27.08,29.86,9970.00
6/30/2017,0.40,9.02,24.24,21.48,62.39,6.48,21.37,29.86,7094.00
7/1/2017,0.15,9.99,23.49,17.50,69.10,8.39,29.19,29.98,12116.00
7/2/2017,0.13,10.00,24.08,17.46,66.14,4.98,28.99,30.07,12776.00
7/3/2017,0.12,9.99,25.84,19.04,65.02,3.42,29.25,30.04,12268.00
7/4/2017,0.15,9.39,24.76,21.08,78.89,3.32,29.27,30.06,10848.00
7/5/2017,0.03,9.29,25.32,21.64,79.37,4.97,29.28,30.08,8418.00
7/6/2017,0.22,9.93,25.91,21.64,76.46,3.59,29.20,30.00,10456.00
7/7/2017,0.40,9.94,26.04,21.48,73.16,8.98,29.12,29.91,10177.00
7/8/2017,0.15,10.00,22.02,15.95,68.01,5.67,29.24,30.03,36269.00
7/9/2017,0.17,10.00,23.95,18.38,71.14,4.24,29.24,30.03,32666.00
7/10/2017,0.46,9.96,25.73,21.40,74.44,10.38,29.08,29.87,21542.00
7/11/2017,0.45,9.65,24.77,22.73,84.93,8.06,29.14,29.93,14309.00
7/12/2017,0.16,9.98,27.18,23.86,78.67,8.17,29.17,29.96,29784.00
7/13/2017,0.45,9.53,25.84,23.70,84.49,5.10,29.24,30.03,19288.00
7/14/2017,0.14,10.00,22.45,18.10,74.67,8.26,29.33,30.12,38579.00
7/15/2017,0.33,9.97,20.21,17.02,78.04,1.13,29.33,30.12,30399.00
7/16/2017,0.35,9.36,23.20,19.63,77.85,6.24,29.21,30.00,31392.00
7/17/2017,0.26,10.00,22.76,16.86,66.34,6.55,29.23,30.03,36389.00
7/18/2017,0.00,10.00,23.89,17.87,66.09,2.77,29.29,30.08,37095.00
7/19/2017,0.49,9.32,26.56,23.65,83.27,3.42,29.31,30.10,32352.00
7/20/2017,0.22,9.24,27.04,24.55,84.46,5.27,29.22,30.01,25836.00
7/21/2017,0.23,9.89,27.93,24.67,80.79,5.04,29.16,29.95,31601.00
7/22/2017,0.47,9.75,26.21,23.76,86.21,5.86,29.05,29.84,22140.00
7/23/2017,0.36,9.36,26.07,22.46,79.77,7.62,28.76,29.84,29748.00
7/24/2017,0.35,9.61,22.03,18.63,79.26,8.11,29.22,30.01,26263.00
7/25/2017,0.04,9.99,21.84,17.28,74.30,5.77,29.36,30.16,36790.00
7/26/2017,0.27,9.41,24.57,21.81,83.62,5.09,29.26,30.05,28983.00
7/27/2017,0.75,9.13,24.49,22.72,86.16,7.03,29.13,29.92,14737.00
7/28/2017,0.41,9.93,22.19,18.38,74.74,11.40,29.15,29.94,25950.00
7/29/2017,0.08,10.00,19.82,14.54,67.13,8.87,29.30,30.09,37640.00
7/30/2017,0.11,10.00,21.75,15.27,61.27,4.53,27.36,30.18,35410.00
7/31/2017,0.19,10.00,23.32,17.33,48.91,2.40,21.57,30.17,33291.00
8/1/2017,0.21,9.91,22.79,19.13,75.74,2.24,29.29,30.08,21828.00
8/2/2017,0.29,7.84,22.77,19.39,78.69,1.79,29.25,30.04,29194.00
8/3/2017,0.39,9.09,23.11,20.29,81.88,6.58,29.17,29.96,27461.00
8/4/2017,0.52,10.00,16.30,12.45,76.83,9.63,29.21,30.00,22924.00
8/5/2017,0.08,10.00,18.88,14.51,72.34,3.61,29.29,30.08,29110.00
8/6/2017,0.92,9.93,19.40,17.35,84.74,4.52,29.23,30.02,10605.00
8/7/2017,0.53,10.00,20.23,16.72,76.18,5.15,29.26,30.05,21582.00
8/8/2017,0.04,10.00,19.45,13.19,64.74,4.17,29.38,30.18,36183.00
8/9/2017,0.05,10.00,20.32,14.24,66.18,2.43,29.38,30.18,35216.00
8/10/2017,0.28,9.95,22.78,17.75,71.05,4.82,29.28,30.08,31449.00
8/11/2017,0.43,9.88,21.56,18.12,77.96,6.29,29.22,30.01,27643.00
8/12/2017,0.21,10.00,19.41,14.59,69.85,6.87,29.27,30.06,35501.00
8/13/2017,0.08,9.91,19.74,14.39,67.55,2.74,29.24,30.03,33738.00
8/14/2017,0.49,9.98,22.87,17.66,69.39,2.89,29.10,29.89,29671.00
8/15/2017,0.37,9.03,24.22,20.79,77.55,3.39,29.13,29.92,31368.00
8/16/2017,0.36,9.01,24.35,22.60,85.56,6.37,29.16,29.95,10910.00
8/17/2017,0.48,9.91,24.10,20.82,79.20,8.47,29.05,29.84,25669.00
8/18/2017,0.17,9.90,22.91,18.13,72.66,7.31,29.11,29.90,32503.00
8/19/2017,0.16,9.94,23.02,18.60,73.06,3.01,29.17,29.96,25978.00
8/20/2017,0.17,9.98,24.96,21.14,77.63,3.77,29.24,30.03,16347.00
8/21/2017,0.15,8.89,25.08,22.28,82.52,5.86,29.26,30.06,19316.00
8/22/2017,0.54,9.32,21.38,18.68,82.38,8.13,29.18,29.97,23102.00
8/23/2017,0.08,10.00,18.39,12.71,68.07,6.63,29.27,30.06,33758.00
8/24/2017,0.11,9.84,18.71,13.33,68.78,6.13,29.31,30.10,32084.00
8/25/2017,0.00,9.85,18.00,11.74,67.37,6.50,29.42,30.22,32186.00
8/26/2017,0.05,9.37,19.59,13.51,68.08,5.45,29.42,30.22,32036.00
8/27/2017,0.37,10.00,20.57,15.38,71.33,3.68,29.30,30.10,29241.00
8/28/2017,0.66,9.15,20.10,17.34,83.54,4.35,29.23,30.02,24982.00
8/29/2017,0.27,9.47,20.25,17.50,80.43,3.76,29.24,30.03,28299.00
8/30/2017,0.13,8.61,20.32,16.95,73.01,4.58,27.27,30.07,29873.00
8/31/2017,0.19,9.75,19.82,16.91,59.11,10.56,21.55,30.09,23294.00
9/1/2017,0.04,10.00,16.01,11.71,72.85,12.24,29.30,30.09,30971.00
9/2/2017,0.21,10.00,16.05,10.22,64.58,6.39,29.24,30.03,36736.00
9/3/2017,0.12,10.00,20.09,14.74,67.78,3.32,29.23,30.02,32237.00
9/4/2017,0.24,9.98,22.28,17.88,72.87,10.33,29.06,29.85,24948.00
9/5/2017,0.35,10.00,16.57,9.88,63.17,11.42,29.15,29.94,33975.00
9/6/2017,0.40,10.00,12.98,8.46,69.07,8.29,28.38,30.03,27330.00
9/7/2017,0.14,10.00,14.16,8.74,66.21,6.99,28.43,30.09,29592.00
9/8/2017,0.13,10.00,17.48,10.21,63.55,4.39,29.41,30.21,33204.00
9/9/2017,0.07,10.00,17.81,12.03,69.91,8.79,29.54,30.34,34158.00
9/10/2017,0.00,10.00,16.20,8.95,64.23,6.70,29.56,30.36,35197.00
9/11/2017,0.00,10.00,16.32,10.51,66.08,7.45,29.39,30.19,29472.00
9/12/2017,0.22,10.00,19.17,12.45,65.86,10.47,29.11,29.90,23176.00
9/13/2017,0.99,9.19,18.63,16.76,86.72,3.61,28.98,29.77,9515.00
9/14/2017,0.44,8.32,20.15,16.77,79.65,2.33,29.12,29.91,25236.00
9/15/2017,0.09,9.13,22.33,16.68,71.49,5.17,29.23,30.02,30593.00
9/16/2017,0.13,9.24,23.43,17.28,68.69,4.11,29.29,30.08,26555.00
9/17/2017,0.52,9.45,23.16,18.64,74.33,4.85,29.29,30.08,23697.00
9/18/2017,0.68,9.00,23.44,19.57,79.54,5.13,29.23,30.02,21443.00
9/19/2017,0.51,9.54,21.65,19.60,86.48,1.03,29.14,29.94,16174.00
9/20/2017,0.04,8.73,25.47,20.47,75.71,6.48,29.14,29.93,27582.00
9/21/2017,0.07,9.08,26.66,21.71,73.76,3.60,29.23,30.02,24996.00
9/22/2017,0.20,9.91,25.98,20.10,69.64,2.84,29.27,30.07,22893.00
9/23/2017,0.10,9.53,25.92,19.76,68.60,2.17,29.28,30.07,28183.00
9/24/2017,0.04,9.91,24.79,17.09,62.09,3.08,29.26,30.05,29165.00
9/25/2017,0.13,9.96,24.72,16.48,59.98,2.29,29.20,29.99,24911.00
9/26/2017,0.15,10.00,25.25,17.74,63.78,5.07,29.18,29.97,26371.00
9/27/2017,0.14,10.00,19.49,12.95,65.85,9.74,29.30,30.09,21979.00
9/28/2017,0.09,9.96,15.38,9.59,66.00,4.78,29.38,30.17,32424.00
9/29/2017,0.02,10.00,16.26,8.04,58.57,7.21,27.39,30.22,31786.00
9/30/2017,0.00,10.00,14.03,6.12,49.89,5.98,21.68,30.35,32979.00
10/1/2017,0.08,10.00,15.95,6.52,56.33,7.78,29.38,30.18,29982.00
10/2/2017,0.38,10.00,21.77,11.54,55.07,8.83,29.38,30.18,23899.00
10/3/2017,0.72,9.94,21.27,18.34,82.43,9.90,29.51,30.31,10099.00
10/4/2017,0.92,9.86,21.53,19.71,86.57,6.08,29.49,30.29,7416.00
10/5/2017,0.89,8.04,19.56,18.59,90.18,4.45,29.35,30.15,7536.00
10/6/2017,0.95,8.10,20.76,19.44,92.61,6.08,29.17,29.96,5239.00
10/7/2017,0.39,9.70,20.90,16.36,77.64,15.08,28.92,29.71,19562.00
10/8/2017,0.43,8.66,18.60,13.18,74.32,5.34,29.00,29.80,27449.00
10/9/2017,0.36,8.14,20.69,16.22,79.43,2.37,29.13,29.92,23026.00
10/10/2017,0.94,7.20,20.56,18.02,86.90,7.94,29.22,30.01,11687.00
10/11/2017,1.00,4.38,15.03,14.61,97.65,9.02,29.25,30.05,3423.00
10/12/2017,0.74,5.66,14.74,13.97,95.31,2.74,29.35,30.14,7357.00
10/13/2017,0.35,8.43,17.31,13.19,79.02,6.49,29.34,30.13,27741.00
10/14/2017,0.41,10.00,22.98,17.16,71.27,11.06,29.18,29.97,21437.00
10/15/2017,0.94,9.60,14.37,10.22,76.66,15.05,29.29,30.08,9210.00
10/16/2017,0.01,10.00,11.08,4.83,68.99,6.36,29.50,30.30,30306.00
10/17/2017,0.01,10.00,12.91,5.38,63.66,8.98,29.45,30.25,30038.00
10/18/2017,0.00,10.00,13.77,6.94,67.45,8.71,29.36,30.16,29589.00
10/19/2017,0.00,9.79,16.63,11.00,72.13,2.58,29.36,30.16,27093.00
10/20/2017,0.00,9.92,17.28,10.28,67.69,6.43,29.36,30.16,25673.00
